"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"IDL_TG","Triglycerides in IDL","PCa_before_70","1.117(95% CI:0.986-1.266; P=0.0819037239)","0.95(95% CI:0.925-0.975; P=0.0001087465)","1.117(95% CI:0.986-1.266; P=0.082086082)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Ile","Isoleucine","PCa_before_70","0.98(95% CI:0.857-1.12; P=0.7645747904)","0.977(95% CI:0.952-1.002; P=0.0722580563)","0.985(95% CI:0.86-1.128; P=0.8293503075)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_C","Cholesterol in Large HDL","PCa_before_70","0.934(95% CI:0.812-1.073; P=0.3338245511)","1.045(95% CI:1.019-1.071; P=0.0004942097)","0.938(95% CI:0.817-1.077; P=0.3641198711)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_CE","Cholesteryl Esters in Large HDL","PCa_before_70","0.929(95% CI:0.807-1.068; P=0.2985217963)","1.046(95% CI:1.021-1.072; P=0.000295903)","0.933(95% CI:0.812-1.072; P=0.3250912633)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_FC","Free Cholesterol in Large HDL","PCa_before_70","0.937(95% CI:0.813-1.079; P=0.3659327752)","1.037(95% CI:1.012-1.063; P=0.0036731428)","0.942(95% CI:0.82-1.083; P=0.40386805)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_PL","Phospholipids in Large HDL","PCa_before_70","0.925(95% CI:0.804-1.065; P=0.2772711563)","1.029(95% CI:1.003-1.055; P=0.0254811442)","0.931(95% CI:0.81-1.07; P=0.3113731865)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_TG","Triglycerides in Large HDL","PCa_before_70","1.057(95% CI:0.932-1.2; P=0.3877612572)","0.964(95% CI:0.94-0.99; P=0.0060023574)","1.06(95% CI:0.933-1.205; P=0.3724295268)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_C","Cholesterol in Large LDL","PCa_before_70","1.223(95% CI:1.06-1.412; P=0.005725522)","1.032(95% CI:1.006-1.059; P=0.0143694984)","1.212(95% CI:1.055-1.392; P=0.0065790311)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_CE","Cholesteryl Esters in Large LDL","PCa_before_70","1.23(95% CI:1.066-1.418; P=0.0044807297)","1.028(95% CI:1.002-1.054; P=0.0344036538)","1.217(95% CI:1.061-1.397; P=0.0051423122)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_FC","Free Cholesterol in Large LDL","PCa_before_70","1.189(95% CI:1.037-1.363; P=0.0131600901)","1.038(95% CI:1.012-1.065; P=0.0036964082)","1.183(95% CI:1.034-1.353; P=0.0147035508)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_PL","Phospholipids in Large LDL","PCa_before_70","1.228(95% CI:1.069-1.411; P=0.0036922536)","1.024(95% CI:0.999-1.051; P=0.0610073119)","1.218(95% CI:1.064-1.394; P=0.0042375951)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_TG","Triglycerides in Large LDL","PCa_before_70","1.124(95% CI:0.992-1.274; P=0.0661686058)","0.945(95% CI:0.92-0.97; P=0.0000209949)","1.125(95% CI:0.993-1.274; P=0.0636818009)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_C","Cholesterol in Large VLDL","PCa_before_70","1.176(95% CI:1.035-1.336; P=0.0130026337)","0.962(95% CI:0.938-0.987; P=0.0029495005)","1.176(95% CI:1.033-1.339; P=0.0140536838)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_CE","Cholesteryl Esters in Large VLDL","PCa_before_70","1.201(95% CI:1.056-1.366; P=0.0051503737)","0.975(95% CI:0.95-1; P=0.0475246761)","1.199(95% CI:1.053-1.365; P=0.0060786956)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_FC","Free Cholesterol in Large VLDL","PCa_before_70","1.146(95% CI:1.012-1.298; P=0.0316898558)","0.951(95% CI:0.927-0.976; P=0.0001411201)","1.15(95% CI:1.012-1.306; P=0.0316203765)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_PL","Phospholipids in Large VLDL","PCa_before_70","1.133(95% CI:1.001-1.283; P=0.0484212058)","0.947(95% CI:0.923-0.972; P=0.0000365612)","1.137(95% CI:1.001-1.292; P=0.0477140289)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_TG","Triglycerides in Large VLDL","PCa_before_70","1.109(95% CI:0.979-1.257; P=0.103195526)","0.951(95% CI:0.927-0.975; P=0.0001143897)","1.116(95% CI:0.981-1.269; P=0.0943337837)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LA","Linoleic Acid","PCa_before_70","1.274(95% CI:1.105-1.468; P=0.0008254048)","0.984(95% CI:0.96-1.01; P=0.2205841938)","1.258(95% CI:1.096-1.444; P=0.0010905383)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Lactate","Lactate","PCa_before_70","1.063(95% CI:0.928-1.218; P=0.3743232027)","0.975(95% CI:0.95-1.001; P=0.0611800109)","1.071(95% CI:0.936-1.225; P=0.3168146388)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_C","LDL Cholesterol","PCa_before_70","1.241(95% CI:1.073-1.436; P=0.0036138579)","1.025(95% CI:0.999-1.051; P=0.0612150517)","1.227(95% CI:1.067-1.411; P=0.0041887554)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_CE","Cholesteryl Esters in LDL","PCa_before_70","1.247(95% CI:1.079-1.442; P=0.0028492011)","1.017(95% CI:0.992-1.044; P=0.1840565632)","1.232(95% CI:1.072-1.417; P=0.0032908187)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_FC","Free Cholesterol in LDL","PCa_before_70","1.2(95% CI:1.045-1.379; P=0.0097699083)","1.038(95% CI:1.012-1.064; P=0.0042725939)","1.193(95% CI:1.041-1.367; P=0.0110402073)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_L","Total Lipids in LDL","PCa_before_70","1.25(95% CI:1.079-1.448; P=0.0028827293)","1.019(95% CI:0.993-1.045; P=0.1458878608)","1.234(95% CI:1.072-1.42; P=0.003322156)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_PL","Phospholipids in LDL","PCa_before_70","1.241(95% CI:1.078-1.429; P=0.0026990669)","1.018(95% CI:0.993-1.045; P=0.1578810693)","1.229(95% CI:1.072-1.409; P=0.0030711066)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_TG","Triglycerides in LDL","PCa_before_70","1.123(95% CI:0.991-1.272; P=0.0687670751)","0.942(95% CI:0.918-0.967; P=0.0000075744)","1.125(95% CI:0.992-1.274; P=0.0655603579)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Leu","Leucine","PCa_before_70","1(95% CI:0.875-1.144; P=0.9992789894)","0.973(95% CI:0.948-0.998; P=0.0358849636)","1.004(95% CI:0.878-1.148; P=0.954645773)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_C","Cholesterol in Medium HDL","PCa_before_70","0.957(95% CI:0.836-1.096; P=0.5284206214)","1.008(95% CI:0.983-1.034; P=0.5394257417)","0.96(95% CI:0.839-1.1; P=0.559393381)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_CE","Cholesteryl Esters in Medium HDL","PCa_before_70","0.949(95% CI:0.829-1.086; P=0.4444409946)","1.009(95% CI:0.984-1.034; P=0.4961573072)","0.951(95% CI:0.83-1.089; P=0.4692478837)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_FC","Free Cholesterol in Medium HDL","PCa_before_70","0.987(95% CI:0.862-1.131; P=0.8553687127)","1.003(95% CI:0.979-1.029; P=0.787835154)","0.992(95% CI:0.867-1.135; P=0.905177764)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_PL","Phospholipids in Medium HDL","PCa_before_70","0.976(95% CI:0.854-1.116; P=0.7233217013)","0.981(95% CI:0.957-1.006; P=0.1422409252)","0.979(95% CI:0.856-1.12; P=0.7590507352)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_TG","Triglycerides in Medium HDL","PCa_before_70","1.069(95% CI:0.943-1.211; P=0.2978070154)","0.938(95% CI:0.914-0.962; P=0.0000013129)","1.071(95% CI:0.942-1.217; P=0.294917327)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_C","Cholesterol in Medium LDL","PCa_before_70","1.247(95% CI:1.083-1.436; P=0.0021636665)","1.005(95% CI:0.98-1.031; P=0.7093246447)","1.235(95% CI:1.077-1.416; P=0.0024703729)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_CE","Cholesteryl Esters in Medium LDL","PCa_before_70","1.244(95% CI:1.082-1.43; P=0.0021942089)","0.994(95% CI:0.969-1.02; P=0.6678417462)","1.233(95% CI:1.077-1.412; P=0.0024726865)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_FC","Free Cholesterol in Medium LDL","PCa_before_70","1.211(95% CI:1.057-1.387; P=0.0057721809)","1.029(95% CI:1.004-1.056; P=0.0250150368)","1.204(95% CI:1.053-1.377; P=0.0065163801)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_PL","Phospholipids in Medium LDL","PCa_before_70","1.245(95% CI:1.084-1.429; P=0.0018706707)","1.003(95% CI:0.978-1.029; P=0.8169945448)","1.234(95% CI:1.079-1.412; P=0.0021001941)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_TG","Triglycerides in Medium LDL","PCa_before_70","1.12(95% CI:0.991-1.265; P=0.0689775595)","0.939(95% CI:0.915-0.964; P=0.0000033468)","1.123(95% CI:0.993-1.271; P=0.0647021323)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_C","Cholesterol in Medium VLDL","PCa_before_70","1.248(95% CI:1.089-1.431; P=0.0014525696)","1.025(95% CI:0.999-1.051; P=0.0567664909)","1.237(95% CI:1.081-1.415; P=0.0019668054)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_CE","Cholesteryl Esters in Medium VLDL","PCa_before_70","1.221(95% CI:1.068-1.396; P=0.0035077474)","1.038(95% CI:1.012-1.065; P=0.0035931312)","1.212(95% CI:1.06-1.386; P=0.0047946894)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_FC","Free Cholesterol in Medium VLDL","PCa_before_70","1.247(95% CI:1.09-1.426; P=0.0012748211)","1.004(95% CI:0.978-1.029; P=0.780993575)","1.238(95% CI:1.084-1.414; P=0.0016016296)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_PL","Phospholipids in Medium VLDL","PCa_before_70","1.241(95% CI:1.085-1.42; P=0.0016255493)","0.992(95% CI:0.967-1.017; P=0.5305733758)","1.234(95% CI:1.08-1.409; P=0.0019570117)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_VLDL_TG","Triglycerides in Medium VLDL","PCa_before_70","1.148(95% CI:1.01-1.305; P=0.034302024)","0.958(95% CI:0.934-0.983; P=0.0009776733)","1.151(95% CI:1.011-1.311; P=0.0340689976)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"MUFA","Monounsaturated Fatty Acids","PCa_before_70","1.121(95% CI:0.982-1.281; P=0.091562782)","0.931(95% CI:0.908-0.956; P=0.0000000716)","1.12(95% CI:0.982-1.278; P=0.0915112717)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"non_HDL_C","Total Cholesterol Minus HDL-C","PCa_before_70","1.259(95% CI:1.086-1.459; P=0.0022769325)","1.021(95% CI:0.995-1.047; P=0.1182299137)","1.241(95% CI:1.078-1.429; P=0.0027109863)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Omega_3","Omega-3 Fatty Acids","PCa_before_70","1.024(95% CI:0.894-1.174; P=0.7310378175)","1.058(95% CI:1.032-1.084; P=0.0000070898)","1.031(95% CI:0.902-1.179; P=0.6503528081)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Omega_6","Omega-6 Fatty Acids","PCa_before_70","1.255(95% CI:1.089-1.448; P=0.0017282479)","0.985(95% CI:0.96-1.011; P=0.2501239079)","1.24(95% CI:1.081-1.422; P=0.002111735)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Phe","Phenylalanine","PCa_before_70","0.921(95% CI:0.781-1.087; P=0.3301560128)","0.974(95% CI:0.949-1; P=0.0478352217)","0.944(95% CI:0.823-1.084; P=0.4144686377)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Phosphatidylc","Phosphatidylcholines","PCa_before_70","1.144(95% CI:0.993-1.317; P=0.0623939178)","0.991(95% CI:0.966-1.017; P=0.4930833584)","1.137(95% CI:0.994-1.3; P=0.0613002618)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Phosphoglyc","Phosphoglycerides","PCa_before_70","1.142(95% CI:0.993-1.313; P=0.0630305558)","0.983(95% CI:0.959-1.008; P=0.1878178443)","1.137(95% CI:0.994-1.3; P=0.0602922687)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"PUFA","Polyunsaturated Fatty Acids","PCa_before_70","1.219(95% CI:1.057-1.406; P=0.0065681544)","1.003(95% CI:0.978-1.029; P=0.8031289707)","1.207(95% CI:1.053-1.383; P=0.0069010726)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Pyruvate","Pyruvate","PCa_before_70","0.927(95% CI:0.807-1.065; P=0.2845950702)","0.985(95% CI:0.96-1.012; P=0.2703880508)","0.934(95% CI:0.811-1.075; P=0.3384822039)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Remnant_C","Remnant Cholesterol (Non-HDL and Non-LDL -Cholesterol)","PCa_before_70","1.253(95% CI:1.084-1.447; P=0.0022406295)","1.013(95% CI:0.987-1.039; P=0.3307184496)","1.237(95% CI:1.077-1.421; P=0.0026866662)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_C","Cholesterol in Small HDL","PCa_before_70","1.118(95% CI:0.974-1.282; P=0.1121492936)","0.989(95% CI:0.964-1.014; P=0.3713577301)","1.114(95% CI:0.974-1.273; P=0.1151637082)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_CE","Cholesteryl Esters in Small HDL","PCa_before_70","1.091(95% CI:0.952-1.251; P=0.2090520031)","0.993(95% CI:0.968-1.018; P=0.5651318108)","1.088(95% CI:0.951-1.244; P=0.2184871795)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_FC","Free Cholesterol in Small HDL","PCa_before_70","1.149(95% CI:1.002-1.317; P=0.0462649849)","0.977(95% CI:0.953-1.003; P=0.078378657)","1.145(95% CI:1.004-1.307; P=0.0439899659)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_PL","Phospholipids in Small HDL","PCa_before_70","1.08(95% CI:0.944-1.236; P=0.2632834363)","0.958(95% CI:0.934-0.983; P=0.0010062183)","1.08(95% CI:0.945-1.234; P=0.2582523163)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_HDL_TG","Triglycerides in Small HDL","PCa_before_70","1.1(95% CI:0.972-1.245; P=0.1322091474)","0.932(95% CI:0.908-0.957; P=0.0000001119)","1.103(95% CI:0.971-1.252; P=0.131435479)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_C","Cholesterol in Small LDL","PCa_before_70","1.239(95% CI:1.08-1.421; P=0.0022174931)","1.006(95% CI:0.98-1.031; P=0.6722548833)","1.231(95% CI:1.076-1.408; P=0.0024653017)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_CE","Cholesteryl Esters in Small LDL","PCa_before_70","1.238(95% CI:1.08-1.418; P=0.0021392403)","0.992(95% CI:0.967-1.018; P=0.5448257027)","1.23(95% CI:1.076-1.405; P=0.0023625902)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_FC","Free Cholesterol in Small LDL","PCa_before_70","1.195(95% CI:1.045-1.367; P=0.0093554905)","1.038(95% CI:1.013-1.065; P=0.0034470214)","1.192(95% CI:1.043-1.364; P=0.0102092161)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_PL","Phospholipids in Small LDL","PCa_before_70","1.221(95% CI:1.066-1.398; P=0.0040061914)","1.014(95% CI:0.988-1.04; P=0.290577554)","1.216(95% CI:1.064-1.389; P=0.0040867657)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_LDL_TG","Triglycerides in Small LDL","PCa_before_70","1.104(95% CI:0.979-1.246; P=0.1079657432)","0.937(95% CI:0.913-0.962; P=0.0000013988)","1.109(95% CI:0.98-1.255; P=0.1007734055)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_C","Cholesterol in Small VLDL","PCa_before_70","1.249(95% CI:1.091-1.431; P=0.0012721285)","1(95% CI:0.975-1.026; P=0.9693971336)","1.237(95% CI:1.083-1.413; P=0.0017598399)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_CE","Cholesteryl Esters in Small VLDL","PCa_before_70","1.239(95% CI:1.084-1.417; P=0.0016478765)","0.995(95% CI:0.97-1.021; P=0.7015116657)","1.228(95% CI:1.076-1.401; P=0.0022904653)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_FC","Free Cholesterol in Small VLDL","PCa_before_70","1.252(95% CI:1.094-1.432; P=0.0010726124)","1.008(95% CI:0.983-1.034; P=0.5140835867)","1.24(95% CI:1.087-1.416; P=0.0014298089)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_PL","Phospholipids in Small VLDL","PCa_before_70","1.242(95% CI:1.087-1.42; P=0.0014740138)","0.992(95% CI:0.967-1.018; P=0.5489215106)","1.233(95% CI:1.081-1.407; P=0.0018421163)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_TG","Triglycerides in Small VLDL","PCa_before_70","1.127(95% CI:0.995-1.277; P=0.0606202828)","0.952(95% CI:0.928-0.977; P=0.0001883282)","1.13(95% CI:0.994-1.284; P=0.0610060093)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"SFA","Saturated Fatty Acids","PCa_before_70","1.128(95% CI:0.987-1.29; P=0.0769551185)","0.951(95% CI:0.927-0.975; P=0.000108969)","1.129(95% CI:0.99-1.287; P=0.0696775703)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Sphingomyelins","Sphingomyelins","PCa_before_70","1.163(95% CI:1.013-1.335; P=0.0323975273)","1.03(95% CI:1.005-1.057; P=0.0193290589)","1.158(95% CI:1.014-1.323; P=0.0309559209)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_C","Total Cholesterol","PCa_before_70","1.231(95% CI:1.064-1.425; P=0.0052340092)","1.026(95% CI:1.001-1.053; P=0.0453156774)","1.217(95% CI:1.058-1.399; P=0.0058165883)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_CE","Total Esterified Cholesterol","PCa_before_70","1.222(95% CI:1.057-1.413; P=0.0067225242)","1.028(95% CI:1.002-1.054; P=0.0330320739)","1.209(95% CI:1.052-1.389; P=0.0074056603)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_FA","Total Fatty Acids","PCa_before_70","1.158(95% CI:1.01-1.328; P=0.0361564536)","0.957(95% CI:0.933-0.982; P=0.0007834656)","1.154(95% CI:1.01-1.318; P=0.0350157942)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_FC","Total Free Cholesterol","PCa_before_70","1.236(95% CI:1.072-1.427; P=0.0036436587)","1.019(95% CI:0.993-1.045; P=0.1520555123)","1.223(95% CI:1.066-1.403; P=0.0040824011)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_L","Total Lipids in Lipoprotein Particles","PCa_before_70","1.218(95% CI:1.055-1.407; P=0.0071555982)","0.991(95% CI:0.966-1.016; P=0.4643782826)","1.206(95% CI:1.052-1.383; P=0.0073138054)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_PL","Total Phospholipids in Lipoprotein Particles","PCa_before_70","1.181(95% CI:1.025-1.362; P=0.0213911151)","0.993(95% CI:0.969-1.019; P=0.6082361215)","1.173(95% CI:1.024-1.343; P=0.021240691)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_TG","Total Triglycerides","PCa_before_70","1.115(95% CI:0.978-1.271; P=0.1026916067)","0.944(95% CI:0.92-0.968; P=0.0000088788)","1.117(95% CI:0.979-1.275; P=0.0999930905)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Tyr","Tyrosine","PCa_before_70","0.959(95% CI:0.836-1.1; P=0.5485354582)","0.944(95% CI:0.92-0.968; P=0.0000110717)","0.965(95% CI:0.842-1.106; P=0.6099367169)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Unsaturation","Degree of Unsaturation","PCa_before_70","0.975(95% CI:0.853-1.113; P=0.7027286885)","1.117(95% CI:1.089-1.145; P=0)","0.975(95% CI:0.852-1.115; P=0.7075952025)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Val","Valine","PCa_before_70","1.013(95% CI:0.885-1.159; P=0.849907198)","0.964(95% CI:0.939-0.989; P=0.0049354333)","1.02(95% CI:0.892-1.167; P=0.767661036)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_C","VLDL Cholesterol","PCa_before_70","1.236(95% CI:1.075-1.421; P=0.0028921329)","0.987(95% CI:0.962-1.013; P=0.3172539686)","1.225(95% CI:1.069-1.403; P=0.0035742012)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_CE","Cholesteryl Esters in VLDL","PCa_before_70","1.245(95% CI:1.084-1.43; P=0.0019195182)","0.998(95% CI:0.973-1.024; P=0.8761444031)","1.233(95% CI:1.076-1.412; P=0.0025069082)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_FC","Free Cholesterol in VLDL","PCa_before_70","1.202(95% CI:1.053-1.372; P=0.0065067125)","0.971(95% CI:0.947-0.997; P=0.0258057865)","1.197(95% CI:1.05-1.366; P=0.0072883821)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_L","Total Lipids in VLDL","PCa_before_70","1.17(95% CI:1.021-1.341; P=0.0240232815)","0.959(95% CI:0.935-0.983; P=0.0011064624)","1.167(95% CI:1.019-1.336; P=0.0251892194)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_PL","Phospholipids in VLDL","PCa_before_70","1.184(95% CI:1.037-1.352; P=0.0122630628)","0.963(95% CI:0.939-0.988; P=0.0038485)","1.181(95% CI:1.035-1.348; P=0.0132485099)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_TG","Triglycerides in VLDL","PCa_before_70","1.113(95% CI:0.977-1.267; P=0.1065593187)","0.945(95% CI:0.922-0.97; P=0.0000167268)","1.116(95% CI:0.978-1.274; P=0.1026829544)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_C","Cholesterol in Very Large HDL","PCa_before_70","0.969(95% CI:0.844-1.113; P=0.6592468385)","1.051(95% CI:1.026-1.077; P=0.0000525601)","0.974(95% CI:0.85-1.115; P=0.7003810389)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","PCa_before_70","0.966(95% CI:0.841-1.109; P=0.6199103116)","1.052(95% CI:1.027-1.078; P=0.0000408338)","0.969(95% CI:0.846-1.111; P=0.6547969833)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","PCa_before_70","0.979(95% CI:0.854-1.124; P=0.7669567346)","1.045(95% CI:1.02-1.071; P=0.0003935756)","0.985(95% CI:0.861-1.127; P=0.8279003674)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_PL","Phospholipids in Very Large HDL","PCa_before_70","0.929(95% CI:0.804-1.073; P=0.314471118)","1.042(95% CI:1.017-1.068; P=0.0010467295)","0.934(95% CI:0.812-1.075; P=0.3413987932)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_TG","Triglycerides in Very Large HDL","PCa_before_70","1.096(95% CI:0.969-1.239; P=0.1452038835)","0.956(95% CI:0.932-0.982; P=0.0008006347)","1.099(95% CI:0.97-1.245; P=0.1368057369)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_C","Cholesterol in Very Large VLDL","PCa_before_70","1.162(95% CI:1.025-1.317; P=0.019335035)","0.954(95% CI:0.93-0.979; P=0.00031609)","1.164(95% CI:1.024-1.322; P=0.0201893029)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","PCa_before_70","1.198(95% CI:1.053-1.362; P=0.0058537907)","0.964(95% CI:0.939-0.989; P=0.0046142214)","1.196(95% CI:1.051-1.361; P=0.0067142585)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","PCa_before_70","1.123(95% CI:0.994-1.269; P=0.0628856384)","0.946(95% CI:0.921-0.97; P=0.0000227886)","1.128(95% CI:0.994-1.279; P=0.060966926)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","PCa_before_70","1.113(95% CI:0.985-1.258; P=0.0855952913)","0.942(95% CI:0.918-0.967; P=0.0000070777)","1.119(95% CI:0.986-1.269; P=0.081519173)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","PCa_before_70","1.086(95% CI:0.96-1.23; P=0.1904899367)","0.938(95% CI:0.914-0.963; P=0.0000013288)","1.093(95% CI:0.961-1.242; P=0.1748268707)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_C","Cholesterol in Very Small VLDL","PCa_before_70","1.202(95% CI:1.05-1.376; P=0.0077092308)","1.023(95% CI:0.998-1.049; P=0.0735821717)","1.191(95% CI:1.044-1.36; P=0.0093265175)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","PCa_before_70","1.197(95% CI:1.046-1.37; P=0.0091329143)","1.03(95% CI:1.004-1.056; P=0.0212423957)","1.187(95% CI:1.04-1.355; P=0.010929478)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","PCa_before_70","1.195(95% CI:1.048-1.363; P=0.0076755851)","1.005(95% CI:0.98-1.031; P=0.6986677388)","1.186(95% CI:1.043-1.349; P=0.0092476176)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","PCa_before_70","1.178(95% CI:1.035-1.34; P=0.0130750808)","0.989(95% CI:0.964-1.015; P=0.3989936474)","1.171(95% CI:1.031-1.33; P=0.0151820193)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
