"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"M_VLDL_CE","Cholesteryl Esters in Medium VLDL","PCa_before_70","1.224(95% CI:1.07-1.399; P=0.0031069636)","1.036(95% CI:1.01-1.062; P=0.0059119579)","1.215(95% CI:1.063-1.389; P=0.0042613761)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_FC","Free Cholesterol in Medium VLDL","PCa_before_70","1.251(95% CI:1.094-1.431; P=0.0010816307)","1.003(95% CI:0.978-1.028; P=0.8381557168)","1.242(95% CI:1.088-1.418; P=0.0013620332)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_PL","Phospholipids in Medium VLDL","PCa_before_70","1.245(95% CI:1.089-1.425; P=0.0013829822)","0.991(95% CI:0.966-1.017; P=0.4908806346)","1.238(95% CI:1.084-1.413; P=0.0016679229)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"M_VLDL_TG","Triglycerides in Medium VLDL","PCa_before_70","1.151(95% CI:1.012-1.309; P=0.0316626214)","0.958(95% CI:0.934-0.983; P=0.0011096002)","1.154(95% CI:1.013-1.315; P=0.031411731)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"MUFA","Monounsaturated Fatty Acids","PCa_before_70","1.125(95% CI:0.984-1.286; P=0.0848968081)","0.932(95% CI:0.908-0.957; P=0.0000000972)","1.123(95% CI:0.984-1.282; P=0.0847841386)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"non_HDL_C","Total Cholesterol Minus HDL-C","PCa_before_70","1.262(95% CI:1.089-1.462; P=0.0020005528)","1.018(95% CI:0.993-1.044; P=0.1639876237)","1.244(95% CI:1.081-1.432; P=0.0023867075)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Omega_3","Omega-3 Fatty Acids","PCa_before_70","1.028(95% CI:0.897-1.178; P=0.6896926803)","1.059(95% CI:1.033-1.085; P=0.0000053406)","1.035(95% CI:0.906-1.183; P=0.6106781258)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Omega_6","Omega-6 Fatty Acids","PCa_before_70","1.258(95% CI:1.091-1.45; P=0.0015907358)","0.983(95% CI:0.959-1.009; P=0.1977149527)","1.242(95% CI:1.083-1.425; P=0.0019434784)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Phe","Phenylalanine","PCa_before_70","0.926(95% CI:0.792-1.083; P=0.3380140467)","0.975(95% CI:0.95-1.001; P=0.0547316233)","0.945(95% CI:0.824-1.085; P=0.4231989193)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Phosphatidylc","Phosphatidylcholines","PCa_before_70","1.148(95% CI:0.996-1.322; P=0.0560048932)","0.99(95% CI:0.965-1.015; P=0.4378223054)","1.141(95% CI:0.997-1.305; P=0.0549951999)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Phosphoglyc","Phosphoglycerides","PCa_before_70","1.146(95% CI:0.996-1.318; P=0.0566108576)","0.982(95% CI:0.958-1.007; P=0.1623194672)","1.141(95% CI:0.998-1.304; P=0.054085222)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"PUFA","Polyunsaturated Fatty Acids","PCa_before_70","1.223(95% CI:1.06-1.411; P=0.0058151121)","1.002(95% CI:0.977-1.028; P=0.8839046498)","1.21(95% CI:1.056-1.387; P=0.0061077971)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Pyruvate","Pyruvate","PCa_before_70","0.924(95% CI:0.804-1.061; P=0.2609865911)","0.985(95% CI:0.96-1.012; P=0.2704056399)","0.93(95% CI:0.808-1.07; P=0.3115569617)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Remnant_C","Remnant Cholesterol (Non-HDL and Non-LDL -Cholesterol)","PCa_before_70","1.257(95% CI:1.088-1.452; P=0.00188755)","1.011(95% CI:0.986-1.037; P=0.3944082697)","1.241(95% CI:1.08-1.426; P=0.0022692958)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_C","Cholesterol in Small HDL","PCa_before_70","1.116(95% CI:0.973-1.281; P=0.1157497021)","0.985(95% CI:0.96-1.01; P=0.2345359479)","1.112(95% CI:0.973-1.272; P=0.1188350841)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_CE","Cholesteryl Esters in Small HDL","PCa_before_70","1.09(95% CI:0.951-1.249; P=0.2178613988)","0.988(95% CI:0.964-1.014; P=0.3657350238)","1.086(95% CI:0.95-1.242; P=0.2275714432)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_FC","Free Cholesterol in Small HDL","PCa_before_70","1.151(95% CI:1.004-1.319; P=0.0441714693)","0.976(95% CI:0.951-1.001; P=0.0576905795)","1.147(95% CI:1.005-1.309; P=0.0419878807)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_PL","Phospholipids in Small HDL","PCa_before_70","1.081(95% CI:0.944-1.237; P=0.2586347504)","0.956(95% CI:0.932-0.981; P=0.0005679586)","1.081(95% CI:0.946-1.235; P=0.25361422)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_HDL_TG","Triglycerides in Small HDL","PCa_before_70","1.103(95% CI:0.974-1.25; P=0.1216241042)","0.934(95% CI:0.91-0.958; P=0.0000002038)","1.106(95% CI:0.974-1.256; P=0.1208238181)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_C","Cholesterol in Small LDL","PCa_before_70","1.241(95% CI:1.082-1.423; P=0.0020105371)","1.003(95% CI:0.978-1.029; P=0.8119579846)","1.233(95% CI:1.078-1.41; P=0.0022363018)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_CE","Cholesteryl Esters in Small LDL","PCa_before_70","1.24(95% CI:1.083-1.421; P=0.001913337)","0.99(95% CI:0.965-1.016; P=0.44596197)","1.232(95% CI:1.079-1.408; P=0.0021134152)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_FC","Free Cholesterol in Small LDL","PCa_before_70","1.197(95% CI:1.046-1.368; P=0.0087578795)","1.035(95% CI:1.009-1.062; P=0.0070916233)","1.194(95% CI:1.044-1.366; P=0.0095679798)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_PL","Phospholipids in Small LDL","PCa_before_70","1.223(95% CI:1.068-1.401; P=0.0036350463)","1.012(95% CI:0.987-1.038; P=0.3540151482)","1.218(95% CI:1.066-1.391; P=0.0037099603)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_LDL_TG","Triglycerides in Small LDL","PCa_before_70","1.109(95% CI:0.982-1.253; P=0.0962282302)","0.938(95% CI:0.914-0.963; P=0.0000022834)","1.114(95% CI:0.984-1.261; P=0.0895014571)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_C","Cholesterol in Small VLDL","PCa_before_70","1.252(95% CI:1.094-1.434; P=0.0011116337)","1(95% CI:0.975-1.026; P=0.9984448788)","1.24(95% CI:1.085-1.416; P=0.0015429905)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_CE","Cholesteryl Esters in Small VLDL","PCa_before_70","1.243(95% CI:1.087-1.42; P=0.00142918)","0.995(95% CI:0.97-1.02; P=0.6933210256)","1.231(95% CI:1.079-1.405; P=0.0019942451)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_FC","Free Cholesterol in Small VLDL","PCa_before_70","1.254(95% CI:1.096-1.434; P=0.0009543147)","1.007(95% CI:0.982-1.033; P=0.5663434572)","1.243(95% CI:1.089-1.419; P=0.0012751221)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_PL","Phospholipids in Small VLDL","PCa_before_70","1.246(95% CI:1.09-1.424; P=0.0013007475)","0.992(95% CI:0.967-1.017; P=0.5310849115)","1.236(95% CI:1.083-1.411; P=0.0016290388)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"S_VLDL_TG","Triglycerides in Small VLDL","PCa_before_70","1.13(95% CI:0.997-1.282; P=0.0561935928)","0.954(95% CI:0.93-0.979; P=0.0003243491)","1.133(95% CI:0.997-1.288; P=0.0565230569)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"SFA","Saturated Fatty Acids","PCa_before_70","1.133(95% CI:0.991-1.296; P=0.0678950408)","0.951(95% CI:0.927-0.976; P=0.0001273118)","1.134(95% CI:0.994-1.293; P=0.0612672455)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Sphingomyelins","Sphingomyelins","PCa_before_70","1.167(95% CI:1.017-1.34; P=0.0280372888)","1.029(95% CI:1.004-1.055; P=0.0254972665)","1.162(95% CI:1.017-1.328; P=0.0267779385)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_C","Total Cholesterol","PCa_before_70","1.234(95% CI:1.067-1.428; P=0.0046554622)","1.024(95% CI:0.998-1.05; P=0.0694601864)","1.22(95% CI:1.061-1.403; P=0.0051820155)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_CE","Total Esterified Cholesterol","PCa_before_70","1.225(95% CI:1.06-1.415; P=0.0060387283)","1.025(95% CI:1-1.052; P=0.0532060442)","1.212(95% CI:1.055-1.392; P=0.0066625432)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_FA","Total Fatty Acids","PCa_before_70","1.163(95% CI:1.013-1.334; P=0.0319722319)","0.957(95% CI:0.933-0.982; P=0.0007922773)","1.158(95% CI:1.014-1.323; P=0.0309136253)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_FC","Total Free Cholesterol","PCa_before_70","1.24(95% CI:1.075-1.43; P=0.0031640072)","1.017(95% CI:0.991-1.043; P=0.2002095775)","1.227(95% CI:1.069-1.407; P=0.0035509155)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_L","Total Lipids in Lipoprotein Particles","PCa_before_70","1.223(95% CI:1.059-1.412; P=0.0061332131)","0.989(95% CI:0.965-1.015; P=0.4090422305)","1.211(95% CI:1.056-1.389; P=0.0062684524)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_PL","Total Phospholipids in Lipoprotein Particles","PCa_before_70","1.186(95% CI:1.029-1.367; P=0.0187327744)","0.992(95% CI:0.967-1.018; P=0.5428830567)","1.177(95% CI:1.028-1.348; P=0.0185967354)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Total_TG","Total Triglycerides","PCa_before_70","1.118(95% CI:0.98-1.275; P=0.0957198332)","0.945(95% CI:0.921-0.969; P=0.0000132688)","1.12(95% CI:0.981-1.279; P=0.0930902131)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Tyr","Tyrosine","PCa_before_70","0.956(95% CI:0.834-1.097; P=0.5236102174)","0.942(95% CI:0.918-0.967; P=0.0000062776)","0.962(95% CI:0.839-1.103; P=0.5825838261)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Unsaturation","Degree of Unsaturation","PCa_before_70","0.974(95% CI:0.853-1.112; P=0.6946882219)","1.115(95% CI:1.087-1.143; P=0)","0.974(95% CI:0.852-1.114; P=0.6995449126)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Val","Valine","PCa_before_70","1.014(95% CI:0.886-1.16; P=0.8413490937)","0.963(95% CI:0.938-0.988; P=0.0038173127)","1.021(95% CI:0.893-1.168; P=0.7596730346)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_C","VLDL Cholesterol","PCa_before_70","1.241(95% CI:1.079-1.427; P=0.0024172482)","0.987(95% CI:0.962-1.012; P=0.3032350107)","1.23(95% CI:1.073-1.409; P=0.0029955189)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_CE","Cholesteryl Esters in VLDL","PCa_before_70","1.25(95% CI:1.088-1.436; P=0.0016086184)","0.997(95% CI:0.972-1.023; P=0.8331317207)","1.237(95% CI:1.08-1.417; P=0.0021081651)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_FC","Free Cholesterol in VLDL","PCa_before_70","1.207(95% CI:1.057-1.379; P=0.0054541031)","0.971(95% CI:0.947-0.997; P=0.0259273958)","1.203(95% CI:1.054-1.372; P=0.006115821)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_L","Total Lipids in VLDL","PCa_before_70","1.174(95% CI:1.024-1.347; P=0.0214209848)","0.959(95% CI:0.935-0.984; P=0.0012668273)","1.171(95% CI:1.023-1.341; P=0.0224572375)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_PL","Phospholipids in VLDL","PCa_before_70","1.19(95% CI:1.041-1.359; P=0.0104833037)","0.963(95% CI:0.939-0.988; P=0.0041742309)","1.186(95% CI:1.039-1.354; P=0.0113308685)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"VLDL_TG","Triglycerides in VLDL","PCa_before_70","1.116(95% CI:0.979-1.271; P=0.1002486765)","0.946(95% CI:0.922-0.971; P=0.0000226076)","1.119(95% CI:0.98-1.277; P=0.0964528499)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_C","Cholesterol in Very Large HDL","PCa_before_70","0.972(95% CI:0.846-1.115; P=0.6831647643)","1.052(95% CI:1.027-1.078; P=0.0000393715)","0.976(95% CI:0.852-1.118; P=0.7249247235)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","PCa_before_70","0.967(95% CI:0.842-1.111; P=0.6381913554)","1.053(95% CI:1.028-1.078; P=0.000031808)","0.971(95% CI:0.848-1.113; P=0.6735367068)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","PCa_before_70","0.983(95% CI:0.857-1.128; P=0.8111520896)","1.047(95% CI:1.021-1.072; P=0.0002665049)","0.989(95% CI:0.865-1.131; P=0.8732006296)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_PL","Phospholipids in Very Large HDL","PCa_before_70","0.93(95% CI:0.806-1.074; P=0.32591223)","1.043(95% CI:1.018-1.069; P=0.0006528111)","0.936(95% CI:0.813-1.077; P=0.3535048619)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_HDL_TG","Triglycerides in Very Large HDL","PCa_before_70","1.1(95% CI:0.972-1.245; P=0.1297729368)","0.959(95% CI:0.934-0.984; P=0.0016636377)","1.104(95% CI:0.974-1.251; P=0.1219601303)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_C","Cholesterol in Very Large VLDL","PCa_before_70","1.167(95% CI:1.028-1.324; P=0.0166146719)","0.954(95% CI:0.93-0.979; P=0.0003250828)","1.168(95% CI:1.028-1.328; P=0.0173363869)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","PCa_before_70","1.202(95% CI:1.057-1.367; P=0.005025559)","0.963(95% CI:0.939-0.988; P=0.0041586981)","1.2(95% CI:1.054-1.367; P=0.0057692951)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","PCa_before_70","1.128(95% CI:0.998-1.276; P=0.0544461659)","0.946(95% CI:0.922-0.971; P=0.0000278566)","1.133(95% CI:0.999-1.285; P=0.0526379669)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","PCa_before_70","1.118(95% CI:0.989-1.265; P=0.0753558877)","0.943(95% CI:0.919-0.968; P=0.0000088421)","1.123(95% CI:0.99-1.275; P=0.0715344805)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","PCa_before_70","1.09(95% CI:0.962-1.235; P=0.1764036147)","0.939(95% CI:0.915-0.963; P=0.0000017936)","1.096(95% CI:0.964-1.246; P=0.1613055439)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_C","Cholesterol in Very Small VLDL","PCa_before_70","1.206(95% CI:1.054-1.381; P=0.0064804793)","1.023(95% CI:0.997-1.049; P=0.0794533992)","1.196(95% CI:1.048-1.364; P=0.0078745441)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","PCa_before_70","1.201(95% CI:1.049-1.374; P=0.007803858)","1.029(95% CI:1.004-1.055; P=0.0251508565)","1.191(95% CI:1.044-1.359; P=0.0093779271)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","PCa_before_70","1.2(95% CI:1.053-1.369; P=0.0062878427)","1.005(95% CI:0.98-1.031; P=0.6734960087)","1.192(95% CI:1.048-1.355; P=0.0076102181)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","PCa_before_70","1.183(95% CI:1.04-1.347; P=0.0108326595)","0.99(95% CI:0.966-1.016; P=0.4488937123)","1.176(95% CI:1.035-1.336; P=0.0126272579)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XS_VLDL_TG","Triglycerides in Very Small VLDL","PCa_before_70","1.118(95% CI:0.988-1.266; P=0.0768534656)","0.95(95% CI:0.926-0.975; P=0.0001248258)","1.119(95% CI:0.988-1.269; P=0.0776070655)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_C","Cholesterol in Chylomicrons and Extremely Large VLDL","PCa_before_70","1.083(95% CI:0.957-1.226; P=0.2081010864)","0.933(95% CI:0.909-0.958; P=0.0000002224)","1.087(95% CI:0.956-1.236; P=0.2015479391)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_CE","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","PCa_before_70","1.095(95% CI:0.968-1.238; P=0.1510254405)","0.935(95% CI:0.911-0.96; P=0.0000004437)","1.098(95% CI:0.967-1.248; P=0.1495230483)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_FC","Free Cholesterol in Chylomicrons and Extremely Large VLDL","PCa_before_70","1.065(95% CI:0.942-1.205; P=0.3143229482)","0.932(95% CI:0.907-0.957; P=0.0000001539)","1.07(95% CI:0.942-1.216; P=0.2970098105)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_PL","Phospholipids in Chylomicrons and Extremely Large VLDL","PCa_before_70","1.051(95% CI:0.928-1.19; P=0.4371668865)","0.93(95% CI:0.906-0.955; P=0.0000000888)","1.056(95% CI:0.928-1.201; P=0.4059977476)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"XXL_VLDL_TG","Triglycerides in Chylomicrons and Extremely Large VLDL","PCa_before_70","1.057(95% CI:0.933-1.198; P=0.3814815647)","0.933(95% CI:0.909-0.958; P=0.0000002989)","1.064(95% CI:0.935-1.211; P=0.345335323)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Acetate","Acetate","RC","0.808(95% CI:0.599-1.091; P=0.164566875)","1.021(95% CI:0.979-1.064; P=0.3318773727)","0.698(95% CI:0.455-1.071; P=0.0998718415)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Acetoacetate","Acetoacetate","RC","0.969(95% CI:0.805-1.166; P=0.7363548075)","1.047(95% CI:1.006-1.09; P=0.0247691335)","1.01(95% CI:0.823-1.241; P=0.9213059822)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Acetone","Acetone","RC","0.986(95% CI:0.815-1.194; P=0.8869837364)","1.056(95% CI:1.021-1.092; P=0.0016724217)","1.009(95% CI:0.82-1.242; P=0.9334708233)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Ala","Alanine","RC","0.938(95% CI:0.782-1.124; P=0.4873212464)","1.046(95% CI:0.998-1.096; P=0.060013876)","0.99(95% CI:0.799-1.225; P=0.9233935299)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Albumin","Albumin","RC","0.947(95% CI:0.781-1.147; P=0.5763946138)","0.977(95% CI:0.931-1.024; P=0.3301350486)","0.942(95% CI:0.759-1.169; P=0.58991199)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"ApoA1","Apolipoprotein A1","RC","0.938(95% CI:0.781-1.126; P=0.4918899007)","0.919(95% CI:0.876-0.964; P=0.0005102382)","0.999(95% CI:0.808-1.236; P=0.9955919639)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"ApoB","Apolipoprotein B","RC","0.972(95% CI:0.809-1.167; P=0.7598154526)","0.953(95% CI:0.909-0.999; P=0.0434402339)","0.951(95% CI:0.768-1.178; P=0.6445763766)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"bOHbutyrate","3-Hydroxybutyrate","RC","1.059(95% CI:0.898-1.25; P=0.4952563638)","1.053(95% CI:1.009-1.098; P=0.0179301948)","1.081(95% CI:0.9-1.299; P=0.4027412228)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Cholines","Total Cholines","RC","0.926(95% CI:0.765-1.12; P=0.427014328)","0.916(95% CI:0.874-0.96; P=0.0002213054)","0.962(95% CI:0.776-1.194; P=0.726767641)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Citrate","Citrate","RC","1.03(95% CI:0.879-1.207; P=0.7143029508)","0.946(95% CI:0.902-0.993; P=0.0255620502)","0.944(95% CI:0.723-1.232; P=0.6697906127)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Clinical_LDL_C","Clinical LDL Cholesterol","RC","0.972(95% CI:0.812-1.164; P=0.7598976423)","0.934(95% CI:0.892-0.978; P=0.0038341094)","0.953(95% CI:0.773-1.176; P=0.6549232608)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Creatinine","Creatinine","RC","1.076(95% CI:0.9-1.286; P=0.4213577959)","1.084(95% CI:1.052-1.117; P=0.0000001158)","1.166(95% CI:0.945-1.438; P=0.1517020487)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"DHA","Docosahexaenoic Acid","RC","0.975(95% CI:0.816-1.164; P=0.7777338279)","0.919(95% CI:0.875-0.964; P=0.0005876359)","1.001(95% CI:0.809-1.239; P=0.9939979012)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Gln","Glutamine","RC","1.035(95% CI:0.859-1.249; P=0.7153538379)","0.977(95% CI:0.931-1.025; P=0.3347005746)","0.953(95% CI:0.769-1.182; P=0.6631356694)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Glucose","Glucose","RC","0.948(95% CI:0.793-1.133; P=0.5557332025)","1.06(95% CI:1.012-1.11; P=0.0136018175)","0.915(95% CI:0.731-1.145; P=0.4366601074)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Gly","Glycine","RC","0.995(95% CI:0.836-1.185; P=0.9565591871)","0.843(95% CI:0.801-0.888; P=0.0000000001)","1.018(95% CI:0.827-1.254; P=0.8664131632)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"GlycA","Glycoprotein Acetyls","RC","1.009(95% CI:0.839-1.213; P=0.9266018854)","1.075(95% CI:1.025-1.127; P=0.003042895)","1.064(95% CI:0.858-1.32; P=0.5724372915)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_C","HDL Cholesterol","RC","0.976(95% CI:0.818-1.164; P=0.7862049224)","0.892(95% CI:0.85-0.936; P=0.0000035181)","1.01(95% CI:0.819-1.246; P=0.9247039038)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_CE","Cholesteryl Esters in HDL","RC","0.982(95% CI:0.824-1.169; P=0.834283692)","0.895(95% CI:0.853-0.939; P=0.0000066638)","1.016(95% CI:0.824-1.253; P=0.8805242481)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_FC","Free Cholesterol in HDL","RC","0.961(95% CI:0.802-1.151; P=0.6645737246)","0.885(95% CI:0.843-0.93; P=0.000001026)","0.989(95% CI:0.8-1.221; P=0.9159790241)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_L","Total Lipids in HDL","RC","0.953(95% CI:0.794-1.144; P=0.608429701)","0.904(95% CI:0.862-0.948; P=0.0000347405)","1.004(95% CI:0.812-1.241; P=0.9739462385)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_PL","Phospholipids in HDL","RC","0.948(95% CI:0.789-1.14; P=0.5696645479)","0.913(95% CI:0.87-0.958; P=0.0002073935)","1.002(95% CI:0.81-1.24; P=0.9858060661)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"HDL_TG","Triglycerides in HDL","RC","0.932(95% CI:0.769-1.128; P=0.4680831538)","1.033(95% CI:0.986-1.083; P=0.1733793972)","0.979(95% CI:0.788-1.216; P=0.8459047855)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"His","Histidine","RC","1.021(95% CI:0.849-1.226; P=0.8283160938)","0.943(95% CI:0.896-0.991; P=0.0212638763)","0.992(95% CI:0.801-1.23; P=0.9450961639)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_C","Cholesterol in IDL","RC","0.975(95% CI:0.817-1.164; P=0.7790882049)","0.899(95% CI:0.859-0.941; P=0.0000053336)","0.947(95% CI:0.769-1.166; P=0.6058552706)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_CE","Cholesteryl Esters in IDL","RC","0.98(95% CI:0.821-1.17; P=0.8236184922)","0.901(95% CI:0.861-0.944; P=0.0000092249)","0.956(95% CI:0.776-1.179; P=0.6754089617)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_FC","Free Cholesterol in IDL","RC","0.96(95% CI:0.807-1.142; P=0.6429946934)","0.894(95% CI:0.854-0.937; P=0.0000023546)","0.924(95% CI:0.75-1.138; P=0.456230204)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_PL","Phospholipids in IDL","RC","0.963(95% CI:0.805-1.151; P=0.676872553)","0.896(95% CI:0.856-0.939; P=0.0000043285)","0.944(95% CI:0.764-1.165; P=0.5903741276)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"IDL_TG","Triglycerides in IDL","RC","0.946(95% CI:0.778-1.15; P=0.5755214671)","1(95% CI:0.953-1.049; P=0.9993549229)","0.979(95% CI:0.787-1.22; P=0.8530940855)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"Ile","Isoleucine","RC","1.014(95% CI:0.852-1.207; P=0.8743615615)","1.046(95% CI:0.999-1.094; P=0.0556339745)","1.003(95% CI:0.812-1.239; P=0.9768292119)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_HDL_C","Cholesterol in Large HDL","RC","1.001(95% CI:0.841-1.193; P=0.9882365654)","0.868(95% CI:0.826-0.912; P=0.0000000257)","1(95% CI:0.81-1.235; P=0.9967404279)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_HDL_CE","Cholesteryl Esters in Large HDL","RC","1.004(95% CI:0.844-1.195; P=0.9636303334)","0.869(95% CI:0.827-0.914; P=0.0000000354)","1.004(95% CI:0.813-1.238; P=0.9733646213)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
"L_HDL_FC","Free Cholesterol in Large HDL","RC","0.989(95% CI:0.83-1.179; P=0.9060262011)","0.867(95% CI:0.824-0.912; P=0.0000000301)","0.984(95% CI:0.797-1.216; P=0.8824404222)","Raw","healthy_noncancer_control","Raw healthy_noncancer_control"
